stationcode,name,capacity,longitude,latitude
16009,Saint-Didier - Raymond Poincaré,17.0,2.285863497192411,48.86642312020962
10153,Gare du Nord - Denain,20.0,2.3544725775719,48.879595787608
15072,Place Fernand Forest,33.0,2.2818631678819656,48.849269143835926
16003,André Maurois - Joseph et Marie Hackin,29.0,2.2789591,48.8778983
16014,Eylau - Trocadéro,24.0,2.2864209115505,48.863354122371
13048,Wurtz - Tolbiac,28.0,2.344585955142975,48.82631195621006
41210,Hôtel de ville de Fontenay-sous-Bois,20.0,2.4750164151191716,48.84949749106274
11109,Pierre Levée - Fontaine Timbaud,23.0,2.37111635506153,48.86632723374305
21307,Victor Cresson - Telles de la Poterie,31.0,2.2686498274964,48.822698842979
44002,Paul Vaillant-Couturier - Gare RER,26.0,2.402097210288048,48.80108159069614
21031,Cimetière de Boulogne-Billancourt,40.0,2.252024,48.830764
16024,Ranelagh - Maison de la Radio,22.0,2.280449643731117,48.85293603169479
22604,Hôtel de Ville de Fontenay-aux-Roses,34.0,2.2871455930319455,48.790844603480856
20009,Docteurs Déjérine - Pte de Montreuil,20.0,2.41208288897222,48.85398448133697
42305,Vanne - Saussaies,20.0,2.338848,48.786404
20007,Buzenval - Avron,50.0,2.401513597307666,48.851617204998654
12043,Daumesnil - Hébrard,40.0,2.38474,48.8429
8013,Marignan - Champs-Elysées,35.0,2.3066138139003,48.869495661232
8549,George V - Christophe Colomb,24.0,2.30104,48.87046
23902,Gallieni - Lycée Charles Petitet,45.0,2.3308986340524,48.927640283627
16020,Place de la Porte de Passy,36.0,2.2644165538827115,48.857341095470794
13128,Quai de la Gare - Pont de Bercy,30.0,2.3740861260598,48.83730787972
21010,Silly - Galliéni,25.0,2.2325500845909,48.835583838706
17038,Grande Armée - Brunel,62.0,2.288124,48.876116
5016,Thouin - Cardinal Lemoine,17.0,2.3494647851273465,48.84504716661511
11025,Froment - Bréguet,43.0,2.37289470306807,48.8570414504784
15047,Morillons - Dantzig,52.0,2.299380004405976,48.83310149953933
14108,Le Brix et Mesmin - Jourdan,21.0,2.327861653302471,48.82234096593411
31024,Romainville - Vaillant-Couturier,38.0,2.446748,48.86785
